org.apache.jmeter.protocol.http.gui.CookiePanel;2.0;2.0;2.0;1.0;15.0;1.0;12.0;1.0;2.0;13.0;0.0;0.0;8.0;13.0;7.0;13.0;35.0;0.0;5.0;0.0;8.0;266.0;43.0;185.0;55.0;129.0;39.0;106.0;142.0;51.0;91.0;21.0;21.0;21.0;1.0;4.0;5.0;85.0;0.21;37.0;37.0;37.0;13.0;0
org.apache.jmeter.protocol.http.gui.HTTPArgumentsPanel;1.0;1.0;1.0;1.0;7.0;0.0;7.0;0.0;1.0;11.0;0.0;0.0;2.0;8.0;0.0;8.0;55.0;0.0;1.0;4.0;3.0;75.0;9.0;61.0;18.0;40.0;5.0;32.0;44.0;18.0;26.0;3.0;3.0;4.0;1.0;5.0;2.0;75.0;0.08;11.0;11.0;14.0;8.0;0
org.apache.jmeter.protocol.http.gui.HeaderPanel;2.0;2.0;2.0;1.0;15.0;1.0;11.0;2.0;3.0;8.0;0.0;0.0;5.0;12.0;6.0;12.0;34.0;0.0;2.0;0.0;10.0;432.0;67.0;300.0;76.0;207.0;65.0;173.0;233.0;76.0;157.0;20.0;20.0;20.0;1.0;4.0;5.0;82.0;0.22;32.0;32.0;32.0;12.0;0
org.apache.jmeter.protocol.http.modifier.AnchorModifier;4.0;4.0;5.0;2.0;23.0;0.0;22.0;0.0;3.0;12.0;0.0;0.0;2.0;7.0;0.0;7.0;49.0;0.0;4.0;0.0;3.0;178.0;8.0;162.0;47.0;118.0;8.0;89.0;122.0;48.0;74.0;8.0;8.0;10.0;4.0;2.0;3.0;50.0;0.05;34.0;34.0;36.0;14.0;0
org.apache.jmeter.protocol.http.modifier.ParamMask;1.0;1.0;1.0;1.0;10.0;0.0;4.0;5.0;2.0;1.0;0.0;0.0;0.0;17.0;7.0;17.0;59.0;0.0;0.0;0.0;17.0;221.0;27.0;82.0;27.0;45.0;112.0;44.0;63.0;27.0;36.0;2.0;2.0;2.0;1.0;2.0;1.0;86.0;1.37;18.0;18.0;18.0;17.0;0
org.apache.jmeter.protocol.http.modifier.ParamModifier;1.0;1.0;1.0;1.0;7.0;0.0;5.0;2.0;4.0;10.0;0.0;0.0;1.0;9.0;0.0;9.0;51.0;0.0;1.0;0.0;8.0;125.0;14.0;48.0;16.0;23.0;63.0;17.0;32.0;16.0;16.0;4.0;4.0;4.0;4.0;2.0;2.0;77.0;1.31;14.0;14.0;14.0;14.0;0
org.apache.jmeter.protocol.http.modifier.URLRewritingModifier;2.0;2.0;2.0;1.0;10.0;0.0;9.0;1.0;3.0;8.0;0.0;0.0;4.0;11.0;5.0;11.0;53.0;0.0;2.0;0.0;9.0;152.0;25.0;114.0;32.0;71.0;17.0;48.0;74.0;33.0;41.0;13.0;13.0;17.0;9.0;2.0;4.0;81.0;0.15;25.0;25.0;29.0;19.0;0
org.apache.jmeter.protocol.http.modifier.UserParameterModifier;1.0;1.0;1.0;1.0;7.0;0.0;4.0;3.0;4.0;11.0;0.0;0.0;2.0;10.0;1.0;10.0;56.0;0.0;0.0;0.0;10.0;127.0;14.0;52.0;22.0;26.0;62.0;22.0;37.0;22.0;15.0;4.0;4.0;4.0;1.0;3.0;2.0;80.0;1.19;14.0;14.0;14.0;10.0;0
org.apache.jmeter.protocol.http.modifier.UserParameterXMLContentHandler;1.0;1.0;1.0;1.0;4.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;5.0;12.0;12.0;0.0;0.0;0.0;12.0;106.0;23.0;53.0;18.0;21.0;30.0;15.0;34.0;18.0;16.0;5.0;5.0;5.0;1.0;1.0;1.0;81.0;0.57;18.0;18.0;18.0;12.0;0
org.apache.jmeter.protocol.http.modifier.UserParameterXMLErrorHandler;1.0;1.0;1.0;1.0;5.0;0.0;5.0;0.0;2.0;1.0;0.0;0.0;1.0;3.0;0.0;3.0;3.0;0.0;0.0;0.0;3.0;27.0;3.0;18.0;5.0;10.0;6.0;7.0;11.0;5.0;6.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.33;3.0;3.0;3.0;3.0;0
org.apache.jmeter.protocol.http.modifier.UserParameterXMLParser;1.0;1.0;1.0;1.0;29.0;5.0;11.0;14.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;40.0;6.0;13.0;6.0;9.0;22.0;9.0;11.0;6.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.69;1.0;1.0;1.0;1.0;0
org.apache.jmeter.protocol.http.modifier.UserSequence;1.0;1.0;1.0;1.0;12.0;1.0;6.0;5.0;2.0;1.0;0.0;0.0;1.0;3.0;2.0;3.0;3.0;0.0;0.0;0.0;3.0;65.0;10.0;24.0;8.0;11.0;31.0;11.0;17.0;8.0;9.0;3.0;3.0;3.0;1.0;1.0;1.0;44.0;1.29;5.0;5.0;5.0;3.0;0
org.apache.jmeter.protocol.http.modifier.gui.AnchorModifierGui;1.0;1.0;1.0;1.0;5.0;0.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;5.0;0.0;5.0;26.0;0.0;1.0;0.0;4.0;31.0;5.0;21.0;7.0;9.0;5.0;9.0;15.0;7.0;8.0;1.0;1.0;1.0;1.0;4.0;0.0;0.0;0.24;5.0;5.0;5.0;5.0;0
org.apache.jmeter.protocol.http.modifier.gui.ParamModifierGui;1.0;1.0;1.0;1.0;10.0;0.0;8.0;1.0;2.0;5.0;0.0;0.0;6.0;12.0;6.0;12.0;33.0;0.0;4.0;1.0;7.0;175.0;33.0;121.0;36.0;86.0;21.0;83.0;102.0;36.0;66.0;5.0;5.0;5.0;1.0;4.0;1.0;81.0;0.17;18.0;18.0;18.0;12.0;0
org.apache.jmeter.protocol.http.modifier.gui.URLRewritingModifierGui;1.0;1.0;1.0;1.0;8.0;1.0;6.0;0.0;1.0;5.0;0.0;0.0;0.0;6.0;4.0;6.0;27.0;0.0;1.0;0.0;5.0;76.0;17.0;46.0;13.0;28.0;13.0;32.0;39.0;13.0;26.0;1.0;1.0;1.0;1.0;4.0;0.0;50.0;0.28;6.0;6.0;6.0;6.0;0
org.apache.jmeter.protocol.http.modifier.gui.UserParameterModifierGui;1.0;1.0;1.0;1.0;7.0;0.0;5.0;0.0;1.0;3.0;0.0;0.0;0.0;9.0;1.0;9.0;30.0;0.0;2.0;0.0;7.0;89.0;14.0;55.0;18.0;35.0;20.0;36.0;46.0;18.0;28.0;1.0;1.0;1.0;1.0;4.0;0.0;66.0;0.36;9.0;9.0;9.0;9.0;0
org.apache.jmeter.protocol.http.parser.FormElement;1.0;1.0;1.0;1.0;8.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;9.0;4.0;9.0;9.0;0.0;0.0;0.0;9.0;98.0;9.0;42.0;14.0;8.0;47.0;12.0;22.0;14.0;8.0;1.0;1.0;1.0;1.0;1.0;0.0;77.0;1.12;9.0;9.0;9.0;9.0;0
org.apache.jmeter.protocol.http.parser.HtmlParser;4.0;4.0;4.0;1.0;35.0;2.0;30.0;3.0;2.0;7.0;0.0;12.0;4.0;1.0;0.0;13.0;13.0;0.0;5.0;0.0;8.0;539.0;50.0;429.0;74.0;242.0;61.0;129.0;189.0;57.0;132.0;16.0;16.0;17.0;9.0;1.0;5.0;82.0;0.14;54.0;54.0;64.0;21.0;0
org.apache.jmeter.protocol.http.proxy.Admin;5.0;5.0;5.0;3.0;42.0;2.0;33.0;7.0;1.0;2.0;0.0;0.0;1.0;2.0;7.0;2.0;2.0;1.0;0.0;0.0;1.0;119.0;12.0;79.0;13.0;44.0;30.0;31.0;41.0;12.0;29.0;8.0;8.0;8.0;5.0;2.0;4.0;31.0;0.38;10.0;10.0;10.0;6.0;0
org.apache.jmeter.protocol.http.proxy.Cache;2.0;2.0;2.0;1.0;20.0;2.0;15.0;2.0;1.0;1.0;0.0;0.0;1.0;10.0;4.0;10.0;10.0;0.0;2.0;0.0;8.0;287.0;43.0;166.0;40.0;89.0;79.0;81.0;104.0;39.0;65.0;6.0;6.0;6.0;4.0;1.0;3.0;62.0;0.48;25.0;25.0;26.0;15.0;0
org.apache.jmeter.protocol.http.proxy.Daemon;2.0;2.0;2.0;1.0;19.0;0.0;11.0;7.0;1.0;3.0;0.0;1.0;4.0;6.0;4.0;7.0;7.0;0.0;0.0;0.0;7.0;184.0;18.0;89.0;21.0;60.0;77.0;45.0;64.0;21.0;43.0;8.0;8.0;8.0;5.0;2.0;5.0;75.0;0.87;18.0;18.0;19.0;11.0;0
org.apache.jmeter.protocol.http.proxy.HttpReplyHdr;1.0;1.0;1.0;1.0;10.0;0.0;4.0;5.0;1.0;0.0;0.0;20.0;3.0;1.0;0.0;21.0;21.0;0.0;3.0;0.0;18.0;262.0;33.0;97.0;29.0;51.0;132.0;48.0;72.0;29.0;43.0;3.0;3.0;3.0;1.0;1.0;1.0;90.0;1.36;23.0;23.0;23.0;21.0;0
org.apache.jmeter.protocol.http.proxy.HttpRequestHdr;3.0;3.0;3.0;1.0;18.0;0.0;15.0;3.0;1.0;11.0;0.0;1.0;4.0;12.0;5.0;13.0;13.0;2.0;1.0;0.0;10.0;294.0;23.0;206.0;52.0;152.0;70.0;122.0;162.0;52.0;110.0;6.0;6.0;9.0;3.0;1.0;3.0;83.0;0.34;39.0;39.0;44.0;15.0;0
org.apache.jmeter.protocol.http.proxy.Proxy;2.0;2.0;2.0;1.0;19.0;0.0;11.0;7.0;1.0;9.0;0.0;0.0;1.0;7.0;3.0;7.0;7.0;2.0;3.0;0.0;2.0;166.0;13.0;85.0;24.0;62.0;69.0;49.0;63.0;24.0;39.0;5.0;5.0;5.0;1.0;2.0;1.0;64.0;0.81;15.0;15.0;15.0;7.0;0
org.apache.jmeter.protocol.http.proxy.ProxyControl;2.0;2.0;2.0;1.0;11.0;0.0;8.0;3.0;2.0;30.0;0.0;0.0;17.0;49.0;8.0;49.0;117.0;1.0;15.0;0.0;33.0;709.0;96.0;449.0;138.0;286.0;177.0;227.0;340.0;143.0;197.0;15.0;15.0;17.0;7.0;3.0;6.0;96.0;0.39;116.0;116.0;123.0;73.0;0
org.apache.jmeter.protocol.http.proxy.gui.ProxyControlGui;1.0;1.0;1.0;1.0;15.0;1.0;11.0;2.0;7.0;19.0;0.0;0.0;11.0;32.0;16.0;32.0;58.0;0.0;15.0;3.0;14.0;605.0;99.0;395.0;95.0;294.0;114.0;280.0;340.0;98.0;242.0;10.0;10.0;13.0;3.0;5.0;3.0;90.0;0.29;59.0;59.0;63.0;34.0;0
org.apache.jmeter.protocol.http.sampler.HTTPSampler;4.0;4.0;4.0;1.0;35.0;1.0;19.0;15.0;1.0;15.0;2.0;0.0;3.0;12.0;0.0;12.0;112.0;0.0;4.0;7.0;1.0;463.0;36.0;243.0;47.0;172.0;200.0;132.0;181.0;48.0;133.0;12.0;12.0;12.0;5.0;4.0;4.0;83.0;0.82;50.0;50.0;54.0;16.0;0
org.apache.jmeter.protocol.http.sampler.HTTPSamplerFull;4.0;4.0;4.0;1.0;47.0;1.0;36.0;10.0;1.0;5.0;0.0;3.0;2.0;6.0;1.0;9.0;9.0;0.0;0.0;7.0;2.0;616.0;30.0;429.0;61.0;269.0;157.0;190.0;241.0;53.0;188.0;13.0;13.0;14.0;7.0;1.0;3.0;55.0;0.37;42.0;42.0;43.0;15.0;0
org.apache.jmeter.protocol.http.sampler.PostWriter;1.0;1.0;2.0;1.0;14.0;0.0;11.0;3.0;1.0;6.0;0.0;0.0;4.0;7.0;0.0;7.0;7.0;0.0;5.0;0.0;2.0;143.0;18.0;84.0;25.0;58.0;52.0;50.0;64.0;25.0;39.0;3.0;3.0;4.0;1.0;1.0;2.0;75.0;0.62;13.0;13.0;15.0;7.0;0
org.apache.jmeter.protocol.http.sampler.SoapSampler;1.0;1.0;1.0;1.0;8.0;0.0;6.0;2.0;1.0;5.0;0.0;0.0;5.0;12.0;0.0;12.0;124.0;0.0;0.0;0.0;12.0;137.0;16.0;84.0;25.0;52.0;37.0;43.0;63.0;26.0;37.0;4.0;4.0;5.0;1.0;5.0;2.0;85.0;0.44;20.0;20.0;21.0;12.0;0
org.apache.jmeter.protocol.http.util.Base64Encoder;1.0;1.0;1.0;1.0;11.0;0.0;10.0;0.0;1.0;0.0;0.0;3.0;2.0;1.0;0.0;4.0;4.0;0.0;1.0;0.0;3.0;63.0;5.0;49.0;20.0;36.0;9.0;33.0;41.0;19.0;22.0;3.0;3.0;3.0;3.0;1.0;1.0;75.0;0.18;7.0;7.0;7.0;6.0;0
org.apache.jmeter.protocol.http.util.HTTPArgument;1.0;1.0;1.0;1.0;7.0;0.0;6.0;1.0;2.0;8.0;0.0;1.0;4.0;13.0;0.0;14.0;66.0;0.0;0.0;0.0;14.0;127.0;19.0;92.0;23.0;53.0;16.0;39.0;63.0;23.0;40.0;3.0;3.0;4.0;1.0;3.0;2.0;87.0;0.17;23.0;23.0;26.0;14.0;0
org.apache.jmeter.protocol.java.config.JavaConfig;1.0;1.0;1.0;1.0;10.0;0.0;3.0;7.0;2.0;4.0;0.0;0.0;0.0;7.0;0.0;7.0;53.0;0.0;0.0;0.0;7.0;83.0;7.0;24.0;9.0;8.0;52.0;8.0;16.0;9.0;7.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;2.17;7.0;7.0;7.0;7.0;0
org.apache.jmeter.protocol.java.config.gui.JavaConfigGui;1.0;1.0;2.0;1.0;15.0;1.0;9.0;4.0;2.0;14.0;0.0;0.0;2.0;10.0;3.0;10.0;32.0;0.0;2.0;1.0;7.0;197.0;31.0;106.0;33.0;73.0;60.0;59.0;79.0;32.0;47.0;8.0;8.0;9.0;1.0;4.0;6.0;74.0;0.57;19.0;19.0;20.0;10.0;0
org.apache.jmeter.protocol.java.control.gui.JavaTestSamplerGui;1.0;1.0;1.0;1.0;6.0;0.0;4.0;1.0;1.0;4.0;0.0;0.0;0.0;6.0;1.0;6.0;28.0;0.0;1.0;0.0;5.0;57.0;9.0;32.0;10.0;18.0;16.0;18.0;25.0;10.0;15.0;1.0;1.0;1.0;1.0;4.0;0.0;50.0;0.5;6.0;6.0;6.0;6.0;0
org.apache.jmeter.protocol.java.sampler.JavaSampler;1.0;1.0;1.0;1.0;11.0;0.0;5.0;5.0;2.0;10.0;0.0;0.0;4.0;14.0;2.0;14.0;56.0;0.0;3.0;0.0;11.0;245.0;23.0;102.0;30.0;60.0;121.0;49.0;74.0;29.0;45.0;4.0;4.0;4.0;1.0;3.0;3.0;79.0;1.19;20.0;20.0;20.0;14.0;0
org.apache.jmeter.protocol.java.test.SleepTest;1.0;1.0;1.0;1.0;17.0;0.0;7.0;9.0;2.0;3.0;0.0;0.0;2.0;9.0;2.0;9.0;13.0;0.0;4.0;0.0;5.0;208.0;20.0;71.0;21.0;45.0;117.0;40.0;54.0;21.0;33.0;4.0;4.0;4.0;1.0;2.0;2.0;77.0;1.65;14.0;14.0;14.0;9.0;0
org.apache.jmeter.protocol.jdbc.config.DbConfig;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;5.0;0.0;5.0;57.0;0.0;0.0;0.0;5.0;26.0;4.0;22.0;6.0;4.0;0.0;4.0;10.0;6.0;4.0;1.0;1.0;1.0;1.0;4.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0
org.apache.jmeter.protocol.jdbc.config.PoolConfig;1.0;1.0;1.0;1.0;7.0;0.0;7.0;0.0;2.0;2.0;0.0;0.0;0.0;5.0;0.0;5.0;51.0;0.0;0.0;0.0;5.0;45.0;5.0;40.0;8.0;14.0;0.0;10.0;20.0;8.0;12.0;3.0;3.0;3.0;3.0;3.0;1.0;0.0;0.0;9.0;9.0;9.0;9.0;0
org.apache.jmeter.protocol.jdbc.config.SqlConfig;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;3.0;0.0;3.0;49.0;0.0;0.0;0.0;3.0;17.0;3.0;14.0;4.0;2.0;0.0;2.0;6.0;4.0;2.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0
org.apache.jmeter.protocol.jdbc.config.gui.DbConfigGui;1.0;1.0;1.0;1.0;10.0;1.0;8.0;0.0;1.0;6.0;0.0;0.0;2.0;9.0;4.0;9.0;31.0;0.0;3.0;0.0;6.0;118.0;20.0;89.0;25.0;54.0;9.0;51.0;62.0;24.0;38.0;2.0;2.0;2.0;1.0;4.0;1.0;75.0;0.1;10.0;10.0;10.0;9.0;0
org.apache.jmeter.protocol.jdbc.config.gui.PoolConfigGui;1.0;1.0;1.0;1.0;13.0;0.0;11.0;0.0;2.0;6.0;0.0;0.0;4.0;11.0;3.0;11.0;33.0;0.0;3.0;0.0;8.0;173.0;22.0;140.0;29.0;81.0;11.0;56.0;75.0;27.0;48.0;7.0;7.0;7.0;1.0;4.0;3.0;77.0;0.08;18.0;18.0;18.0;11.0;0
org.apache.jmeter.protocol.jdbc.config.gui.SqlConfigGui;1.0;1.0;1.0;1.0;6.0;0.0;5.0;0.0;1.0;4.0;0.0;0.0;0.0;9.0;2.0;9.0;31.0;0.0;2.0;0.0;7.0;79.0;15.0;54.0;17.0;31.0;10.0;32.0;43.0;17.0;26.0;2.0;2.0;2.0;1.0;4.0;1.0;72.0;0.19;10.0;10.0;10.0;9.0;0
org.apache.jmeter.protocol.jdbc.control.gui.JdbcTestSampleGui;1.0;1.0;1.0;1.0;8.0;1.0;7.0;0.0;1.0;6.0;0.0;0.0;0.0;7.0;3.0;7.0;29.0;0.0;1.0;0.0;6.0;77.0;15.0;55.0;14.0;28.0;7.0;31.0;39.0;14.0;25.0;1.0;1.0;1.0;1.0;4.0;0.0;57.0;0.13;7.0;7.0;7.0;7.0;0
org.apache.jmeter.protocol.jdbc.sampler.JDBCSampler;2.0;2.0;2.0;1.0;13.0;0.0;9.0;2.0;2.0;6.0;0.0;4.0;4.0;10.0;3.0;14.0;56.0;0.0;1.0;0.0;13.0;216.0;30.0;145.0;40.0;103.0;42.0;83.0;117.0;42.0;75.0;6.0;6.0;6.0;1.0;3.0;3.0;85.0;0.29;31.0;31.0;31.0;14.0;0
org.apache.jmeter.protocol.jdbc.util.ConnectionObject;2.0;2.0;2.0;1.0;18.0;0.0;14.0;4.0;2.0;2.0;0.0;0.0;2.0;13.0;8.0;13.0;13.0;0.0;0.0;0.0;13.0;280.0;17.0;199.0;26.0;99.0;64.0;69.0;99.0;26.0;73.0;7.0;7.0;8.0;1.0;1.0;4.0;69.0;0.32;30.0;30.0;31.0;13.0;0
org.apache.jmeter.protocol.jdbc.util.DBConnectionManager;2.0;2.0;2.0;1.0;19.0;0.0;15.0;3.0;1.0;7.0;0.0;1.0;2.0;8.0;1.0;9.0;9.0;0.0;4.0;0.0;5.0;207.0;16.0;149.0;33.0;77.0;42.0;40.0;60.0;23.0;37.0;5.0;5.0;5.0;4.0;1.0;2.0;70.0;0.28;20.0;20.0;20.0;14.0;0
org.apache.jmeter.protocol.jdbc.util.DBKey;2.0;2.0;2.0;2.0;13.0;1.0;11.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;5.0;10.0;10.0;0.0;1.0;0.0;9.0;160.0;25.0;121.0;23.0;53.0;15.0;42.0;65.0;19.0;46.0;11.0;11.0;11.0;11.0;1.0;2.0;58.0;0.12;24.0;24.0;24.0;20.0;0
org.apache.jmeter.reporters.AbstractListenerElement;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;4.0;1.0;4.0;46.0;0.0;0.0;1.0;3.0;25.0;5.0;16.0;7.0;5.0;4.0;6.0;11.0;7.0;4.0;1.0;1.0;1.0;1.0;2.0;0.0;50.0;0.25;4.0;4.0;4.0;4.0;0
org.apache.jmeter.reporters.FileReporter;3.0;3.0;4.0;2.0;23.0;2.0;19.0;1.0;1.0;2.0;0.0;0.0;1.0;3.0;1.0;3.0;3.0;0.0;0.0;0.0;3.0;337.0;55.0;235.0;80.0;182.0;47.0;183.0;221.0;95.0;126.0;9.0;9.0;10.0;6.0;2.0;4.0;33.0;0.2;11.0;11.0;12.0;8.0;0
org.apache.jmeter.reporters.MailerResultCollector;1.0;1.0;1.0;1.0;4.0;0.0;3.0;0.0;2.0;4.0;0.0;0.0;1.0;4.0;0.0;4.0;81.0;0.0;0.0;0.0;4.0;32.0;4.0;18.0;6.0;8.0;11.0;8.0;13.0;6.0;7.0;1.0;1.0;1.0;1.0;4.0;0.0;25.0;0.61;4.0;4.0;4.0;4.0;0
org.apache.jmeter.reporters.ResultCollector;2.0;2.0;2.0;1.0;11.0;0.0;9.0;2.0;7.0;12.0;1.0;4.0;12.0;27.0;5.0;31.0;77.0;0.0;12.0;1.0;18.0;438.0;54.0;322.0;83.0;206.0;87.0;148.0;228.0;80.0;148.0;9.0;9.0;9.0;7.0;3.0;4.0;93.0;0.27;80.0;80.0;85.0;39.0;0
org.apache.jmeter.samplers.AbstractSampler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0
org.apache.jmeter.samplers.CycleEntry;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;11.0;0.0;0.0;0.0;1.0;5.0;0.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0
org.apache.jmeter.samplers.Entry;1.0;1.0;1.0;1.0;5.0;0.0;4.0;0.0;1.0;3.0;1.0;0.0;1.0;10.0;3.0;10.0;10.0;0.0;1.0;0.0;9.0;75.0;13.0;52.0;16.0;23.0;11.0;20.0;35.0;16.0;19.0;3.0;3.0;3.0;1.0;1.0;2.0;77.0;0.21;14.0;14.0;14.0;10.0;0
org.apache.jmeter.samplers.RemoteListenerWrapper;1.0;1.0;1.0;1.0;5.0;0.0;5.0;0.0;5.0;6.0;0.0;0.0;1.0;10.0;2.0;10.0;52.0;0.0;0.0;0.0;10.0;91.0;14.0;55.0;15.0;27.0;24.0;20.0;35.0;14.0;21.0;2.0;2.0;2.0;1.0;2.0;1.0;56.0;0.44;14.0;14.0;14.0;10.0;0
org.apache.jmeter.samplers.RemoteSampleListenerImpl;1.0;1.0;1.0;1.0;6.0;0.0;5.0;1.0;4.0;2.0;0.0;0.0;0.0;12.0;2.0;12.0;12.0;0.0;0.0;0.0;12.0;102.0;14.0;66.0;18.0;26.0;22.0;17.0;41.0;17.0;24.0;3.0;3.0;3.0;1.0;2.0;2.0;62.0;0.33;23.0;23.0;23.0;12.0;0
org.apache.jmeter.samplers.RemoteSampleListenerWrapper;1.0;1.0;1.0;1.0;5.0;0.0;5.0;0.0;4.0;3.0;0.0;0.0;1.0;5.0;1.0;5.0;47.0;0.0;0.0;0.0;5.0;40.0;6.0;30.0;9.0;14.0;7.0;9.0;18.0;8.0;10.0;2.0;2.0;2.0;1.0;2.0;1.0;30.0;0.23;8.0;8.0;8.0;5.0;0
org.apache.jmeter.samplers.RemoteTestListenerWrapper;1.0;1.0;1.0;1.0;5.0;0.0;5.0;0.0;4.0;3.0;0.0;0.0;1.0;7.0;1.0;7.0;49.0;0.0;0.0;0.0;7.0;56.0;9.0;38.0;10.0;18.0;13.0;11.0;23.0;10.0;13.0;2.0;2.0;2.0;1.0;2.0;1.0;35.0;0.34;11.0;11.0;11.0;7.0;0
org.apache.jmeter.samplers.SampleEvent;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;2.0;2.0;0.0;0.0;2.0;5.0;4.0;5.0;5.0;0.0;0.0;0.0;5.0;48.0;10.0;32.0;13.0;13.0;6.0;15.0;22.0;12.0;10.0;1.0;1.0;1.0;1.0;1.0;0.0;76.0;0.19;5.0;5.0;5.0;5.0;0
org.apache.jmeter.samplers.SampleResult;1.0;1.0;1.0;1.0;7.0;0.0;4.0;3.0;2.0;4.0;2.0;2.0;10.0;78.0;31.0;80.0;80.0;0.0;2.0;3.0;75.0;785.0;124.0;374.0;131.0;181.0;307.0;165.0;264.0;127.0;137.0;3.0;3.0;3.0;1.0;1.0;1.0;97.0;0.82;99.0;99.0;100.0;80.0;0
org.apache.jmeter.samplers.gui.AbstractSamplerGui;1.0;1.0;1.0;1.0;11.0;0.0;3.0;8.0;2.0;1.0;20.0;0.0;0.0;3.0;0.0;3.0;22.0;0.0;0.0;0.0;3.0;39.0;2.0;11.0;4.0;3.0;26.0;3.0;7.0;4.0;3.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;2.36;3.0;3.0;3.0;3.0;0
org.apache.jmeter.save.SaveService;2.0;2.0;2.0;1.0;9.0;0.0;8.0;1.0;1.0;20.0;0.0;24.0;24.0;0.0;0.0;24.0;24.0;3.0;4.0;0.0;17.0;334.0;46.0;244.0;72.0;170.0;78.0;122.0;166.0;63.0;103.0;15.0;15.0;15.0;1.0;1.0;6.0;93.0;0.32;53.0;53.0;53.0;24.0;0
org.apache.jmeter.save.old.BadHandlerException;1.0;1.0;1.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;3.0;0.0;0.0;0.0;3.0;25.0;3.0;14.0;5.0;2.0;8.0;3.0;7.0;5.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;33.0;0.57;3.0;3.0;3.0;3.0;0
org.apache.jmeter.save.old.JMeterNameSpaceHandler;2.0;2.0;2.0;1.0;9.0;1.0;8.0;0.0;2.0;4.0;0.0;0.0;2.0;2.0;4.0;2.0;2.0;0.0;0.0;0.0;2.0;53.0;4.0;41.0;14.0;27.0;8.0;16.0;23.0;10.0;13.0;3.0;3.0;3.0;1.0;1.0;1.0;83.0;0.2;4.0;4.0;4.0;2.0;0
org.apache.jmeter.save.old.handlers.AbstractConfigElementHandler;1.0;1.0;1.0;1.0;15.0;2.0;5.0;7.0;1.0;4.0;1.0;0.0;0.0;9.0;2.0;9.0;30.0;0.0;0.0;1.0;8.0;180.0;53.0;54.0;13.0;18.0;73.0;18.0;30.0;13.0;17.0;2.0;2.0;3.0;1.0;2.0;1.0;61.0;1.35;11.0;11.0;12.0;9.0;0
org.apache.jmeter.save.old.handlers.ArgumentsHandler;1.0;1.0;1.0;1.0;6.0;0.0;6.0;0.0;1.0;5.0;0.0;0.0;0.0;8.0;2.0;8.0;29.0;0.0;1.0;0.0;7.0;75.0;9.0;58.0;13.0;22.0;8.0;20.0;32.0;13.0;19.0;2.0;2.0;2.0;1.0;2.0;1.0;68.0;0.14;11.0;11.0;11.0;8.0;0
org.apache.jmeter.save.old.handlers.AssertionHandler;1.0;1.0;1.0;1.0;7.0;0.0;6.0;1.0;2.0;5.0;0.0;0.0;1.0;7.0;1.0;7.0;28.0;0.0;1.0;0.0;6.0;74.0;7.0;52.0;12.0;29.0;15.0;27.0;36.0;11.0;25.0;2.0;2.0;2.0;1.0;2.0;1.0;71.0;0.29;8.0;8.0;8.0;7.0;0
org.apache.jmeter.save.old.handlers.AuthManagerHandler;1.0;1.0;1.0;1.0;5.0;0.0;5.0;0.0;1.0;7.0;0.0;0.0;0.0;6.0;3.0;6.0;27.0;0.0;0.0;0.0;6.0;53.0;5.0;40.0;13.0;15.0;8.0;17.0;25.0;13.0;12.0;2.0;2.0;2.0;1.0;2.0;1.0;83.0;0.2;7.0;7.0;7.0;6.0;0
